achiote,chicken,2718.0
achiote,lime,2497.0
achiote,olive oil,1816.0
achiote,fish,1359.0
achiote,pork,1359.0
achiote,alcohol,1135.0
achiote,shrimp,906.0
achiote,salsa,681.0
achiote,bread,454.0
achiote,parsley,454.0
achiote,mint,454.0
achiote,turkey,454.0
achiote,scallions,454.0
achiote,raisin,454.0
achiote,jicama,453.0
achiote,baby bok choy,453.0
achiote,carrots,453.0
achiote,ox,453.0
achiote,eggplant,453.0
achiote,plantain,453.0
achiote,lamb,453.0
achiote,duck,453.0
achiote,beef,453.0
achiote,tomato,227.12
achiote,water,227.0
achiote,sour cream,227.0
achiote,cabbage,227.0
achiote,corn,227.0
achiote,pineapple,227.0
achiote,milk,227.0
achiote,eggs,227.0
achiote,shallot,227.0
achiote,tarragon,227.0
achiote,radish,227.0
achiote,lard,227.0
achiote,ketchup,227.0
achiote,pumpkin,227.0
achiote,cornmeal,227.0
achiote,onion,221.79
achiote,coriander,147.85999999999999
achiote,orange,133.07399999999998
achiote,oil,118.288
achiote,oregano,118.288
achiote,bay leaf,113.56
achiote,salt,93.10000000000001
achiote,garlic,93.10000000000001
achiote,tortilla,73.92999999999999
achiote,chili,58.800000000000004
achiote,banana leaves,56.78
achiote,tomato sauce,56.78
achiote,butter,44.358
achiote,corn flour,29.572
achiote,vineger,29.572
achiote,honey,29.572
achiote,allspice,29.572
achiote,lemon,29.572
achiote,sugar,29.572
achiote,olives,29.572
achiote,pepper,29.400000000000002
achiote,seeds,29.400000000000002
achiote,cheese,28.39
achiote,crab,28.39
achiote,green beans,28.39
achiote,mushrooms,28.39
achiote,bamboo,28.39
achiote,cacao,28.39
achiote,clams,28.39
achiote,vinegar,24.5
achiote,cumin,24.5
achiote,chipotle sauce,14.786
achiote,rice,14.786
achiote,peanut oil,14.786
achiote,peanut butter,14.786
achiote,lemongrass,14.786
achiote,guava,14.786
achiote,caper berries,14.786
achiote,cinnamon,14.700000000000001
achiote,bell pepper,14.700000000000001
achiote,pasilla,9.8
achiote,poblano,9.8
achiote,clove,9.8
achiote,ginger,9.8
achiote,soy sauce,9.8
achiote,celery,9.8
achiote,paprika,4.9
achiote,thyme,4.9
achiote,soda,4.9
achiote,star anise,4.9
achiote,sesame seed,4.9
ackee,fish,906.0
ackee,alcohol,454.0
ackee,water,454.0
ackee,beef,453.0
ackee,callaloo,453.0
ackee,ketchup,227.0
ackee,flour,227.0
ackee,olive oil,227.0
ackee,milk,227.0
ackee,spinach,227.0
ackee,tomato,113.56
ackee,onion,59.144
ackee,oil,29.572
ackee,mushrooms,28.39
ackee,fat,28.39
ackee,sunflower oil,14.786
ackee,jerk,14.786
ackee,allspice,14.786
ackee,butter,14.786
ackee,seeds,14.700000000000001
ackee,bell pepper,14.700000000000001
ackee,thyme,14.700000000000001
ackee,salt,14.700000000000001
ackee,pepper,9.8
ackee,clove,4.9
ackee,soy sauce,4.9
ackee,chili sauce,4.9
ackee,curry,4.9
ackee,paprika,4.9
ackee,vanilla,4.9
ackee,cinnamon,4.9
ackee,garlic,4.9
ackee,nutmeg,4.9
adobo,chicken,1812.0
adobo,beef,1812.0
adobo,olive oil,908.0
adobo,plantain,906.0
adobo,lime,681.0
adobo,lettuce,454.0
adobo,alcohol,454.0
adobo,fish,453.0
adobo,carrots,453.0
adobo,pork,453.0
adobo,lard,227.0
adobo,bread,227.0
adobo,radish,227.0
adobo,flour,227.0
adobo,cabbage,227.0
adobo,canola oil,227.0
adobo,scallions,227.0
adobo,eggs,227.0
adobo,raisin,227.0
adobo,chamomile,227.0
adobo,tomato,170.34
adobo,onion,147.85999999999999
adobo,cheese,113.56
adobo,avocado,73.92999999999999
adobo,coriander,73.92999999999999
adobo,tortilla,59.144
adobo,oil,59.144
adobo,tomato sauce,56.78
adobo,salt,49.0
adobo,oregano,44.358
adobo,garlic,44.1
adobo,allspice,29.572
adobo,kidney beans,28.39
adobo,bay leaf,28.39
adobo,culantro,28.39
adobo,cream,24.5
adobo,chili,19.6
adobo,bell pepper,19.6
adobo,chipotle,14.786
adobo,sugar,14.786
adobo,rice,14.786
adobo,corn oil,14.786
adobo,orange,14.786
adobo,lemon,14.786
adobo,seeds,9.8
adobo,cumin,9.8
adobo,vinegar,9.8
adobo,paprika,4.9
adobo,baking powder,4.9
adobo,flower,4.9
adobo,thyme,4.9
adobo,ginger,4.9
adobo,cinnamon,4.9
adobo,rosemary,4.9
adobo,pepper,4.9
adobo,lentil,1.0
agar,chicken,1359.0
agar,milk,1135.0
agar,fish,906.0
agar,alcohol,681.0
agar,water,454.0
agar,eggs,454.0
agar,almonds,454.0
agar,flour,454.0
agar,broccoli,453.0
agar,rhubarb,453.0
agar,apples,453.0
agar,apricot,227.0
agar,syrup,227.0
agar,leeks,227.0
agar,cauliflower,227.0
agar,olive oil,227.0
agar,cabbage,227.0
agar,hazelnut,227.0
agar,blueberries,227.0
agar,grapes,227.0
agar,bread,227.0
agar,ice cream,227.0
agar,pistachio,227.0
agar,sugar,73.92999999999999
agar,cheese,56.78
agar,bay leaf,56.78
agar,butter,29.572
agar,chives,29.572
agar,onion,29.572
