chicken,3270.497844179223
fish,3145.234457537201
beef,2961.7773401667546
potatoes,2922.7781763600633
pork,2755.2451664005303
apples,2417.904750104697
shrimp,2415.721613349212
lamb,2347.3479482823145
butternut,2215.3281550844545
oyster,2197.9697095555866
sausage,2062.906231895045
asparagus,2062.906231895045
broccoli,2038.41378065961
sweet potatoes,2028.2335769586277
liver,1945.9101490553132
brussel sprouts,1911.4369904447765
tomatillos,1897.9135981379707
alcohol,1881.1546807124691
parsnips,1847.124462089291
pear,1823.484315903023
florets,1781.1170116241196
fava beans,1781.1170116241196
duck,1781.1170116241196
artichokes,1781.1170116241196
chard,1762.9945950441138
beet,1753.6540579412747
rhubarb,1734.3745526095602
carrots,1734.3745526095602
mussels,1714.2379041649722
turnips,1693.1643370823658
eggplant,1647.8265303560527
fig,1647.8265303560527
chicory,1623.3340791206178
lime,1618.1685796693682
chorizo,1610.5726718547044
milk,1499.4026280552416
parsley,1483.8289926532261
flour,1483.4997685201006
scallops,1458.150748665295
coconut,1456.96884045752
olive oil,1453.6113429312031
leaves,1436.0359304062074
collard,1420.3788798159048
brine,1420.3788798159048
mint,1420.0552594780142
squash,1400.242231371317
cannellini beans,1400.242231371317
almonds,1398.1146531876686
bread,1386.7992012875109
mutton,1386.2943611198905
corn,1373.2894943376543
winter squash,1333.8308575623973
water,1322.5020243753622
meat,1277.4699928077746
peanut,1276.651973904526
basil,1273.3500975069858
coffee beans,1267.4536620934457
walnut,1247.8571871415568
peas,1245.9888638375678
pomegranate,1195.8038021073755
turkey,1185.0207722927796
pecan,1174.985989294259
tarragon,1165.8262452104095
hen,1161.9220589300762
nectarines,1161.9220589300762
spinach,1157.6696791160932
apricot,1138.922522956988
syrup,1124.9727420754862
yogurt,1124.9727420754862
shallot,1121.752829932312
crème fraîche,1118.4865865306856
hazelnut,1108.396036427106
lobster,1086.246558577662
arugula,1082.945409753706
cake,1052.0834803281273
northern beans,1043.0710471263028
quince,1043.0710471263028
cranberries,1040.78761765822
sage,1038.459392120268
beans,1036.1070394631988
mango,1013.7611429345905
pineapple,1011.1368362495461
eggs,997.5399581106437
lasagna,995.3427335333074
delicata squash,995.3427335333074
butter beans,995.3427335333074
black beans,988.9729036585373
cornmeal,988.9729036585373
kale,967.6283320883786
pumpkin,961.142176543578
goat,944.0664599226454
shortening,944.0664599226454
peaa,941.9870183809655
cantaloupe,941.9870183809655
baby bok choy,941.9870183809655
watercress,925.6009997665984
pistachio,921.7205633940372
grapes,913.754833796879
cabbage,913.754833796879
rye,901.2562643763317
plum,901.2562643763317
maple syrup,896.9323241179841
lettuce,892.5244186284219
tart,888.0292222321891
apple,888.0292222321891
pickles,883.4432076711122
snap beans,881.4972975220569
blueberries,873.9835055881832
ketchup,869.1015970030246
cashew,864.1123851778625
oat,864.1123851778625
buttermilk,864.1123851778625
sour cream,853.7924262624387
quinoa,848.4510033503246
kimchi,831.6284936714297
chestnut,831.6284936714297
cucumber,825.7320582578895
watermelon,819.678366170239
lard,813.458799029537
crookneck squash,811.6670395603089
cockle,811.6670395603089
rabbit,811.6670395603089
buckwheat,807.0640099580969
raisin,807.0640099580969
chips,800.4838390878687
radish,800.4838390878687
semolina,793.707216452891
crackers,786.7220499355379
prunes,786.7220499355379
frond,764.3761534069296
wasabi,764.3761534069296
salad,764.3761534069296
yam,756.4104238097713
cauliflower,756.4104238097713
walnut oil,748.1549685829827
pinto beans,739.5879141308765
molasses,730.6848122450815
ox,729.0753743326475
kohlrabi,729.0753743326475
jicama,729.0753743326475
fruit,721.4182194889837
canola oil,721.4182194889837
escarole,711.757187015917
summer squash,701.6666369123377
salami,691.106593363217
scallions,691.106593363217
honeydew,668.3876482707819
currant,668.3876482707819
juice concentrate,656.1143890424294
preserves,656.1143890424294
caramel,656.1143890424294
passion fruit,656.1143890424294
margarine,656.1143890424294
popcorn,643.139429100761
spelt,643.139429100761
farro,643.139429100761
jam,643.139429100761
sprouts,629.3776399484303
salsa,629.3776399484303
plantain,627.9913455873104
melon,627.9913455873104
crème de cassis,614.7273956502016
bulgur,614.7273956502016
hibiscus,582.2435041437689
ice cream,582.2435041437689
grits,564.0738095018761
mizuna,544.3222269252301
barley,544.3222269252301
coleslaw,522.6868161096485
sorrel,522.6868161096485
silver,522.6868161096485
marmalade,498.76997905532187
sunflower seeds,498.76997905532187
sunchokes,497.6713667666537
bison,497.6713667666537
mortadella,497.6713667666537
borlotti beans,497.6713667666537
italian sausage,497.6713667666537
venison,497.6713667666537
cereal,472.0332299613227
pretzels,472.0332299613227
duck ,472.0332299613227
leeks,472.0332299613227
guaca,441.7216038355561
lemon verbena,441.7216038355561
amber,365.34240612254075
kefir,365.34240612254075
aquavit,365.34240612254075
barberries,314.68881997421516
pattypan squash,314.68881997421516
seaweed,314.68881997421516
callaloo,313.9956727936552
tatsoi,313.9956727936552
claws,313.9956727936552
merguez sausage,313.9956727936552
X,268.95627869477215
chamomile,249.38498952766093
whey,249.38498952766093
turnip,249.38498952766093
buffalo,249.38498952766093
furikake,249.38498952766093
verjuice,249.38498952766093
waffle,249.38498952766093
avocado oil,249.38498952766093
tapenade,249.38498952766093
beefsteak,249.38498952766093
flageolet,249.38498952766093
hummus,249.38498952766093
dulce de leche,249.38498952766093
curd,249.38498952766093
berries,249.38498952766093
cheese,216.67010980609282
greens,195.73968241951656
chocolate,189.91772325199085
tomato,183.44108152668204
fat,177.10603610487163
mushrooms,175.68481845431472
pasta,160.77144803105952
teff,157.34440998710758
legume,157.34440998710758
herb,157.34440998710758
panettone,157.34440998710758
granola,157.34440998710758
balm,157.34440998710758
pancake,157.34440998710758
persimmon,157.34440998710758
corn flakes,157.34440998710758
pudding,157.34440998710758
chickpeas,154.38707158032952
raspberries,148.3589480667178
cream cheese,147.89731187916794
clams,146.4655799447005
bacon,142.25193599939269
strawberries,138.62274658222705
olives,135.01535987630388
pancetta,132.39503588184158
ham,129.87604467971104
noodles,128.06330139001338
pastry,128.06330139001338
veal,124.40573615839149
tofu,124.40573615839149
lemon,120.70360828517626
malt,118.51085459233713
butter,118.1836780766455
zucchini,118.07069073658107
vegetables,117.87068175291296
cookies,116.70770900388031
crab,116.23844212148543
kidney beans,115.27597706941285
blackberries,111.62452971304361
sugar,109.10601417511211
blood,106.11244046306483
tea,104.72728770229465
pie pastry,104.00851513362066
coriander,102.77474716619204
orange,102.60380884616974
calamari,101.73610266276896
